,Unnamed: 0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Politeness,Text,confidence_in_prediction_gpt-3.5,confidence_in_prediction_gpt-4o,label_gpt4o,label_gpt-3.5,3.5,4
240,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Subjective and argumentative?  Really?,0.75,0.3,B,B,impolite,impolite
241,241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Sorry for inconvenience. try any help here is it an error?,0.2,0.2,B,B,impolite,impolite
242,242,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Can you expand on your question?  Are one of the arguments in this function supposed to be passed from the server?,0.7,0.85,A,A,polite,polite
243,243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Show some code. How to you show the csv file?,0.2,0.1,B,B,impolite,impolite
244,244,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,You want to transform a string to a byte array but you don't want to specify the encoding. How would you possible decode it back to a string without knowing how it was encoded?,0.2,0.85,A,A,polite,polite
245,245,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,The resulting table shouldn't have that primary key. What provider are you using?,0.2,0.85,A,B,impolite,polite
246,246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,Isn't that a bit of an odd measure? Would you choose to become a factory worker because it's *easier* and *faster to learn*?,0.1,0.65,A,B,impolite,polite
247,247,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"@Jon Skeet @Brain Rasmussen I apologise, they did not appear on the 'related questions' nor on my searching. @digEmAll I'm somewhat new to C#, couldn't I use the second one if I used a nullable Bar?",0.9,0.95,A,A,polite,polite
248,248,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"@phoog Ah, and haha, read this question: ""it's not homework"". It seems that he's creating square wheels in some company (or maybe he's freelance?).",0.15,0.2,B,B,impolite,impolite
249,249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Where's your public key token for the assembly?  Are you adding these manually to your config file or through the IDE?,0.2,0.85,A,A,polite,polite
250,250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"Why can't your second snippet just `return result`? Or at least, if Yes or No or Cancel, `return result`?",0.2,0.75,A,B,impolite,polite
251,251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,What do you mean? exact practical view?,0.2,0.1,B,A,polite,impolite
252,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"do they have to be executables? what about MEF and doing the apps as plugins for the ""launcher""?",0.2,0.85,A,B,impolite,polite
253,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,How are you using the FtWebRequest class? Do you have to problem with all FTP servers or just the one?,0.7,0.85,A,A,polite,polite
254,254,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,Sorry Allen...Have you been able to reproduce the users problems ? do you trust the user ?,0.2,0.85,A,B,impolite,polite
255,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"As an aside, do you do a lot of maintenance programming... on your own code?  How large, in LOC, are the projects you are working on?",0.2,0.85,A,A,polite,polite
256,256,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,i've checked the values at the return statement...they're valid...but once it actually returns i get nothing. is this something to do with scope?,0.2,0.85,A,B,impolite,polite
257,257,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,"What is the full exception?  Also, the bits you commented out, which actually iterate over the linq query, what does that look like?",0.2,0.85,A,A,polite,polite
258,258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"Also, what time are you synchronising? And why?",0.8,0.1,B,A,polite,impolite
259,259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,Could you be a bit more specific? What do you mean by short key for scroll?,0.8,0.85,A,A,polite,polite
260,260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,How is your DAL structured? Is there only one Assembly?,0.6,0.95,A,A,polite,polite
261,261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,"What would you like in the case of, e.g., `http://example.com/test.php?key=val` ? Or `http://example.com/test.htm#section1` ?",0.8,0.85,A,A,polite,polite
262,262,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"Perhaps this is not a good candidate for binding to a property grid.  Can you set the property, save the result, have that return instantly, and then later on, based on some user action, run your long-running operation?",0.2,0.95,A,A,polite,polite
263,263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Delegates don't work!? Do you use Control.BeginInvoke() method to invoke delegates?,0.2,0.45,A,A,polite,polite
264,264,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,"Don't let that link get to the agile evangelists, they will ROTFLOL in the best Weird Al style. You put a ton of work in a feature and only after its almost DONE you get feedback from the primary consumer, guess what happened?",0.2,0.15,B,B,impolite,impolite
265,265,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,I don't want to type my credentials in again. Couldn't you just give me an admin role and handle the authorization in your code?,0.3,0.3,B,B,impolite,impolite
266,266,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,"Thanks, Dimitry.  I responded on the other board as well, but do you have any samples of a wrapper-based timer that I can use?",0.8,0.95,A,A,polite,polite
267,267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Is there a reason you dont just let IIS do this for you?  Or use the `<authorization>` features in your web.config?,0.2,0.75,A,B,impolite,polite
268,268,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,Can you specify how the automated build tool invokes the click event?  Is it some sort of UI testing tool that may have a bug?,0.2,0.95,A,B,impolite,polite
269,269,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,I'm not really sure what you're looking for that pinvoke.net doesn't provide.  Can you cite an example where it didn't give you what you needed?,0.2,0.85,A,A,polite,polite
270,270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,How are you closing the connection on the server? `close` or `shutdown`?,0.8,0.85,A,A,polite,polite
271,271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,can you post the xaml? where you are binding at?,0.2,0.1,B,B,impolite,impolite
272,272,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"but that won't work. - please be specific, why people should guess?",0.2,0.3,B,B,impolite,impolite
273,273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Yes, I do. Am I referencing a keyword by mistake?",0.85,0.95,A,A,polite,polite
274,274,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,"The hash is used (often) to capture state, while a URL (as its [definition suggests](http://en.wikipedia.org/wiki/Uniform_Resource_Locator)) is for **identifying a resource**. So again, why would you push a non-existent url into the browser's history?",0.8,0.85,A,A,polite,polite
275,275,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Does it do anything other than deselect it?  That seems a little redundant, why not just uncheck the checkbox?",0.2,0.75,A,B,impolite,polite
276,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"Actually, it worked locally but then did not work live on the site.  On the site it is still saying ""Access Denied"" even if calling the jQuery file from the same domain/subdomain combination... any thoughts?",0.2,0.85,A,A,polite,polite
277,277,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Did you ever get this resolved successfully? Do you still need help with this?,0.7,0.95,A,A,polite,polite
278,278,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"You might want to specify what language you're trying to do the parsing in - if in C, C#, JavaScript. If JavaScript, are you perhaps trying to your own HTML document from within a browser, or offline?",0.7,0.85,A,A,polite,polite
279,279,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Is it possible that you're caching values that some code paths don't actually use?  Could you be caching things that are only used once?,0.7,0.85,A,A,polite,polite
280,280,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Aha! Can I also give you an answer which is not coded??? You and me need codes... Okay?,0.7,0.2,B,B,impolite,impolite
281,281,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,any code? or do we have to guess at how you did it?,0.7,0.7,B,B,impolite,impolite
282,282,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,Can you please post some code. How is data received at the client side?,0.5,0.95,A,A,polite,polite
283,283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,ok your 1 step closer to getting help. Now what exactly is _NOT working_?,0.2,0.2,B,A,polite,impolite
284,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,That's good news. Isn't there a Sherlock Holmes quote about how the answer to a mystery is never that something impossible has happened? :-),0.9,0.95,A,A,polite,polite
285,285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"@Jeremy: What happens if you add this line to your code - `alert({iframe:true, innerWidth:425, innerHeight:344}.iframe)`. Does view source give you the same code?",0.2,0.85,A,B,impolite,polite
286,286,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,You could try telling us what the errors you are getting are. Or are we supposed to guess?,0.7,0.75,B,B,impolite,impolite
287,287,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"1st of all, I think `string` is a reserved word, and shouldn't be used. Second of all, have you tried debugging with console.log?",0.2,0.85,A,B,impolite,polite
288,288,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,@Guffa What exactly should I do to make it absolutely clear that I don't care what for my vote is used aside from the fact that it lets the OP know that his / hers way is the best in my opinion? Would you stop making remarks if I upvote your post?,0.2,0.65,B,B,impolite,impolite
289,289,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,How large is your triangle likely to be? Is it small enough to assume that the surface can be considered as flat or do you need spherical geometry?,0.7,0.95,A,A,polite,polite
290,290,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Not really, no (though maybe with JS). Is `display: block` a problem for some reason?",0.2,0.1,B,B,impolite,impolite
291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Welcome to SO. What is a Try It Editor?,0.7,0.95,A,A,polite,polite
292,292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,How do you expect a DOM node to be serialized? What information do you want from a DOM node?,0.2,0.85,A,A,polite,polite
293,293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,It's not exactly clear what you're trying to do. Do you just want get the text of the HTML table without the HTML tags?,0.2,0.85,A,A,polite,polite
294,294,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Did you already ask this question? But i think the file path for tabify could be playing up??,0.2,0.1,B,B,impolite,impolite
295,295,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,@Rippo: Tried it and it doesn't work. Isn't the `$form.find('.person')` supposed to find all elements that have the `person` class inside the form with `personas` id?,0.15,0.75,A,B,impolite,polite
296,296,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,@ammar: Isn't the entire purpose of internationalization with a resource bundle that your application display a number of languages correctly?  Why would you then want to dictate to the user what language they should use?,0.75,0.85,A,A,polite,polite
297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"Just tested on IE8 Win7, it works! Does it reports some errors?",0.2,0.1,B,A,polite,impolite
298,298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,So your .click listener/handler is functioning correctly (you can do other things within it?) and it's only your $.get function that has an issue inside the handler?,0.8,0.95,A,A,polite,polite
299,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Stick it in dynamically from where? You just need it to be a global js var?,0.75,0.15,B,B,impolite,impolite
300,300,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"If the form starts with pre-filled data, I would think that data would be populated with placeholder=""my text"". If that's the case, clearing all inputs should be fine, right?",0.6,0.95,A,A,polite,polite
301,301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Yes, I had to wait about 18 minutes or whatever it was, in that time I forgot to come back and accept it.

Do I always have to wait for these flood checks?",0.2,0.3,B,B,impolite,impolite
302,302,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"Usually you'd specify language in the tags (for example, HTML, CSS, PHP, etc.)  What language are you using?",0.8,0.95,A,A,polite,polite
303,303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"if you mean _window.onload = onload_, then that would work, or something similar.  have you tried your example to see what happens?",0.2,0.95,A,B,impolite,polite
304,304,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,"@tjameson Ok, If I keep the `{10}` I should be able to ditch the `length != 10` right? or is it better not to?",0.6,0.85,A,A,polite,polite
305,305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,So is there any problem/issue you are facing? What is the problem?,0.2,0.2,B,A,polite,impolite
306,306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Is there any specific element you're targeting? Could you put together a sample structure?,0.8,0.95,A,A,polite,polite
307,307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"With highlighting, you mean selecting it or do you want to wrap it in e.g. a `span` tag?",0.8,0.75,A,A,polite,polite
308,308,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Please explain the kind of statistics you are trying to gather. Is it just number of loads or urls or is there some callback info you want when the user is using your widget?,0.8,0.95,A,A,polite,polite
309,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"*""Use a JavaScript literal.""* Huh?",0.1,0.3,B,B,impolite,impolite
310,310,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Perhaps something else is receiving the request before your option page? AKA, the background page?",0.8,0.85,A,A,polite,polite
311,311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,Why would you want to round in such a strange way? How would this be useful for money rounding?,0.2,0.75,A,B,impolite,polite
312,312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Why do you need 200 variables? Why not have one array with 200 elements?,0.2,0.75,A,B,impolite,polite
313,313,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,I tried a  if (ajaxBanner_timeout == 0) {... but that didn't work. Where do I need to define  ajaxBanner_timeout?,0.1,0.85,A,B,impolite,polite
314,314,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,"@Sorin: If it's just a simple script, then why do you need ""syntactic sugar"" at all? Is it pure vanity (*""...but I want it to work this way because it looks much nicer""*) or is there any technical reason that you cannot simply use the methods that are already there?",0.2,0.65,B,B,impolite,impolite
315,315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,Alright Mike - its been already posted on light house. Would you guys need any other things from me to recreate the error?,0.2,0.85,A,A,polite,polite
316,316,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,For what its worth I have chrome 7. Is it possible that greasemonkey support was added at 7?,0.8,0.85,A,A,polite,polite
317,317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,"@Ivo Wetzel So, you are saying there is not way to get all objects attributes and values ? Or to convert such object to an associative array ?",0.2,0.85,A,B,impolite,polite
318,318,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,"@Mike: I would stick to what I have if this is better than what I am seeking. My thinking is if there was already an calculated number assigned, I can use it because $("".chk:even"") and $("".chk:odd"") would be iterating through all rows twice correct?",0.1,0.75,A,B,impolite,polite
319,319,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?,0.8,0.95,A,A,polite,polite
320,320,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,I can't think of any reason why this would be necessary. What are you trying to accomplish?,0.2,0.75,A,B,impolite,polite
321,321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,`self` is reserved? Are you sure about that?,0.2,0.1,B,B,impolite,impolite
322,322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,What exactly you need to do? Any examples???,0.8,0.3,B,B,impolite,impolite
323,323,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,This is probably more of a timing issue than anything else. Can you provide some information as to the actual application of this to whatever you're doing?,0.8,0.85,A,A,polite,polite
324,324,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"Yes but making it cross browser will be headache. I have old code somewhere, untested for long time - want me to post it anyway?",0.2,0.15,B,A,polite,impolite
325,325,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,see if the `returnList.firstChild.textContent` is returning an array or not? By your statement can I assume that its working in FF and others?,0.2,0.1,B,B,impolite,impolite
326,326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,If something already exists. Why would I take the overhead of maintanance ?,0.2,0.65,A,A,polite,polite
327,327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,by js?? you mean AJAX??,0.2,0.1,B,A,polite,impolite
328,328,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Have you tried? How? Some code?,0.6,0.12,B,A,polite,impolite
329,329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Do you want the complete question solved yourself? What exactly is the question here?,0.2,0.2,B,B,impolite,impolite
330,330,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Have you found the answer for your question? If yes would you please share it?,0.8,0.85,A,A,polite,polite
331,331,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,i think there is a LOT of information you arent telling us. are there any examples of headers and footers you are trying to make?,0.2,0.15,B,B,impolite,impolite
332,332,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"Sure seems to work for me on FF 3.6, Chrome 7, IE 8...  http://jsfiddle.net/x3MMA/ (added a console.log to test).  Are we missing some details of the problem?",0.2,0.85,A,A,polite,polite
333,333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,The result you're getting is odd. Can you please post more information?,0.8,0.95,A,A,polite,polite
334,334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Could you elaborate on what is happening?  Is the method being called at all?,0.8,0.95,A,A,polite,polite
335,335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Why not just use the onmousedown event as a trigger for whatever you're attempting to do instead? (What are you trying to achieve?),0.7,0.85,A,A,polite,polite
336,336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Is the `.linkQuantite` element a child of the `<tr>` element? Does it work when you do `$(this).parent('tr').attr('class'));`?,0.2,0.85,A,B,impolite,polite
337,337,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,will u please rephrase the question? what do you want to do really?,0.3,0.15,B,B,impolite,impolite
338,338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Can you provide the kind of input you're talking about in which there are no newlines? Do you mean there are no empty lines, or no newlines?",0.8,0.85,A,A,polite,polite
339,339,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,"so far im not using css ill leave that to the very last! so i dont think is css issue , other guy who was working here did the same thing i am doing but he used api v2 im using api v3 could this be the cause?",0.2,0.1,B,B,impolite,impolite
340,340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**0% acceptance rate?** Really?,0.7,0.15,B,B,impolite,impolite
341,341,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,Why is it an HTML file? Also can you please show the JSON?,0.2,0.85,A,B,impolite,polite
342,342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"@Nick Usually they are <div class=""section""> but sometimes there are other classes.  Does that matter?",0.8,0.85,A,A,polite,polite
343,343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,"OK, now I'm curious. Why isn't this a syntax error?",0.8,0.85,A,A,polite,polite
344,344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"From your responses, it looks like you've made up your mind to do this despite all the people telling you not to. Why did you ask the question if you don't plan to understand/listen to advice?",0.7,0.75,B,B,impolite,impolite
345,345,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,"@Darin Dimotrov: So you're saying that if I sent you to the supermarket to get me some beer, you will tell me you can't buy beer in a supermarket, while you actually *mean* you don't know which brand of beer to buy and whether to buy a single can, a sixpack or a tray. Would't it be better to just ask more specifically what I want, instead of telling me it's impossible?",0.75,0.3,B,B,impolite,impolite
346,346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"What do you mean by ""more sophisticated""? Functions that take word boundaries into account?",0.7,0.95,A,A,polite,polite
347,347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,This is a pretty fundamental difference. Are you sure you know what `this` is and what local variables are?,0.7,0.3,B,A,polite,impolite
348,348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,What part of that are you confused about? [this](http://www.quirksmode.org/js/this.html)?,0.2,0.3,B,A,polite,impolite
349,349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"looks like it's a conflict with the Prototype library, which we introduced in the newer version. Any ideas how to stringify a json object containing an array under Prototype?",0.2,0.95,A,A,polite,polite
350,350,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"It seems to work fine for me.  Can you check if there is any place that is doing a HtmlEncode() replacement on hlNonTerminal.Attributes[""onclick""]?",0.6,0.95,A,A,polite,polite
351,351,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,after trying to edit your post I realize your syntax is totally bunked or you copied and pasted it wrong. Is this everything?,0.7,0.65,B,B,impolite,impolite
352,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"What's ""Web of Knowledge""?  Where is this ""javascript form""?",0.2,0.1,B,B,impolite,impolite
353,353,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,You have Firebug? Is it reporting any JS errors when you load the page?,0.2,0.85,A,A,polite,polite
354,354,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"Thank you, after some experimenting, this seems to be the way to go. Any thoughts on how to move the reparented component back to its original place in DOM (and ExtJS component hierarchy) once the window is closed?",0.8,0.95,A,A,polite,polite
355,355,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Um, why are you doing this with Javascript? Is that really going to be the way to put things into the database?",0.2,0.3,B,B,impolite,impolite
356,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"@felix, why? isn't he just creating an new object?",0.2,0.12,B,B,impolite,impolite
357,357,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,@ime Vidas JSLint is mostly telling me that I am calling functions before they are defined. Are these warnings that I should be concerned with?,0.7,0.95,A,A,polite,polite
358,358,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Maybe you are using an extremely old version of jQuery or the script is built weirdly. Are you getting any error messages?,0.4,0.75,A,A,polite,polite
359,359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"Could you clarify what you mean by ""go into""? Why don't you explain what you want to happen?",0.8,0.75,A,A,polite,polite
360,360,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"I don't get it. You have the `query` object already, so why not just do `if (query.id && query.foo && query.bar) { ... }`?",0.2,0.65,A,A,polite,polite
361,361,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Here's a simple example based on what you provided: http://fbrell.com/saved/58a66f765babcdd3d7b452afe02b4e41 -- works fine for me. Maybe you can provide some more details?,0.8,0.95,A,A,polite,polite
362,362,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"So what exactly does happen in IE7?  What do you mean by ""locking up""?",0.1,0.85,A,B,impolite,polite
363,363,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,you mean as if you'd print screen it ? or what?,0.2,0.15,B,B,impolite,impolite
364,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"Could you clarify what you mean by ""zoom?"" Are you referring to the effects of `Ctrl +` and `Ctrl -`?",0.85,0.95,A,A,polite,polite
365,365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,@agent-j - i'm not seeing an error - the problem is that the Regex keeps returning the errorMessage for the above string and it doesn't make sense ? i.e. wanted someone to confirm it's not incorrect ?,0.2,0.65,A,B,impolite,polite
366,366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,what doesn't work about it? can you provide some example js in your post to demonstrate it not working?,0.2,0.1,B,B,impolite,impolite
367,367,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,"Oh, how I hate such changed behaviour...^^ Why would you do that? If you write a letter in word, would you expect it to save the text in a file when hitting enter or should it begin an new line?",0.2,0.35,B,B,impolite,impolite
368,368,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,I would suggest you reconsider if using the `*` selector is a good idea. Maybe what you want to do is possible without iterating over the zillion elements that make up a production web page?,0.7,0.75,A,A,polite,polite
